Año,Mes,Muestra,Celda_ID,Subzona,Celda_ID_local,Centroide_X,Centroide_Y,NDSI_mean
2019,1,1,0,ZonaCraterRestringida,0,417297.17103333806,2113283.9691889156,-0.08047552034258842
2019,1,1,1,ZonaCraterRestringida,1,417295.13252115215,2113315.5696639265,-0.09283928821484248
2019,1,1,2,ZonaCraterRestringida,2,417348.15142549435,2112989.5247444673,
2019,1,1,3,ZonaCraterRestringida,3,417344.69547647884,2113028.6921666446,-0.05484759211540222
2019,1,1,4,ZonaCraterRestringida,4,417340.43676653615,2113076.9575459966,-0.10332732275128365
2019,1,1,5,ZonaCraterRestringida,5,417336.0802116116,2113126.3318351437,-0.09760789386928082
2019,1,1,6,ZonaCraterRestringida,6,417331.6969111009,2113176.009240933,-0.09835325388444795
2019,1,1,7,ZonaCraterRestringida,7,417327.30251022556,2113225.812450855,-0.09938623901942502
2019,1,1,8,ZonaCraterRestringida,8,417325.003196715,2113275.0031294553,-0.09776554539799691
2019,1,1,9,ZonaCraterRestringida,9,417325.6628420936,2113324.366700317,-0.09702049754559994
2019,1,1,10,ZonaCraterRestringida,10,417336.9741805842,2113366.431645396,-0.09537048637866974
2019,1,1,11,ZonaCraterRestringida,11,417387.9464277222,2112833.902571387,-0.04965285356673929
2019,1,1,12,ZonaCraterRestringida,12,417383.1596779563,2112876.097883228,-0.0653152049464338
2019,1,1,13,ZonaCraterRestringida,13,417378.7681152053,2112925.8689277424,-0.07178722109113421
2019,1,1,14,ZonaCraterRestringida,14,417375.29469794343,2112975.2318467465,-0.07081935182213783
2019,1,1,15,ZonaCraterRestringida,15,417375.0,2113025.0,-0.0736108273267746
2019,1,1,16,ZonaCraterRestringida,16,417375.0,2113075.0,-0.09602962121367455
2019,1,1,17,ZonaCraterRestringida,17,417375.0,2113125.0,-0.10032429605722427
2019,1,1,18,ZonaCraterRestringida,18,417375.0,2113175.0,-0.08797302767634392
2019,1,1,19,ZonaCraterRestringida,19,417375.0,2113225.0,-0.06605075452942401
2019,1,1,20,ZonaCraterRestringida,20,417375.0,2113275.0,-0.046475661178701555
2019,1,1,21,ZonaCraterRestringida,21,417375.0,2113325.0,-0.06394907323643566
2019,1,1,22,ZonaCraterRestringida,22,417375.00195585424,2113374.9980479856,-0.08345635056495666
2019,1,1,23,ZonaCraterRestringida,23,417382.97877537605,2113419.4248648304,-0.07609083143373331
2019,1,1,24,ZonaCraterRestringida,24,417396.7317684618,2113454.122767251,-0.11934156715869904
2019,1,1,25,ZonaCraterRestringida,25,417436.67447617726,2112789.4474236504,-0.043663314854105316
2019,1,1,26,ZonaCraterRestringida,26,417425.3502181105,2112825.361460418,-0.05843631148338318
2019,1,1,27,ZonaCraterRestringida,27,417425.0,2112875.0,-0.07331347167491913
2019,1,1,28,ZonaCraterRestringida,28,417425.0,2112925.0,-0.08542388066649437
2019,1,1,29,ZonaCraterRestringida,29,417425.0,2112975.0,-0.09839094370603561
2019,1,1,30,ZonaCraterRestringida,30,417425.0,2113025.0,-0.13335046768188477
2019,1,1,31,ZonaCraterRestringida,31,417425.0,2113075.0,-0.13476031720638276
2019,1,1,32,ZonaCraterRestringida,32,417425.0,2113125.0,-0.14347315460443497
2019,1,1,33,ZonaCraterRestringida,33,417425.0,2113175.0,-0.1187971931695938
2019,1,1,34,ZonaCraterRestringida,34,417425.0,2113225.0,-0.09097883805632591
2019,1,1,35,ZonaCraterRestringida,35,417425.0,2113275.0,-0.06708664059638977
2019,1,1,36,ZonaCraterRestringida,36,417425.0,2113325.0,-0.0823485204577446
2019,1,1,37,ZonaCraterRestringida,37,417425.0,2113375.0,-0.08447564721107483
2019,1,1,38,ZonaCraterRestringida,38,417425.0,2113425.0,-0.09782212525606156
2019,1,1,39,ZonaCraterRestringida,39,417429.3591875222,2113471.3935904475,-0.14751120695942327
2019,1,1,40,ZonaCraterRestringida,40,417443.2772290674,2113508.480555773,-0.13331016401449838
2019,1,1,41,ZonaCraterRestringida,41,417491.05405038584,2112742.9156393716,-0.05195792019367218
2019,1,1,42,ZonaCraterRestringida,42,417476.60454550496,2112776.753736054,-0.047576195924826294
2019,1,1,43,ZonaCraterRestringida,43,417475.0,2112825.0,-0.08664707660675049
2019,1,1,44,ZonaCraterRestringida,44,417475.0,2112875.0,-0.09040703922510147
2019,1,1,45,ZonaCraterRestringida,45,417475.0,2112925.0,-0.08292028680443764
2019,1,1,46,ZonaCraterRestringida,46,417475.0,2112975.0,-0.08301137089729309
2019,1,1,47,ZonaCraterRestringida,47,417475.0,2113025.0,-0.13840674102306366
2019,1,1,48,ZonaCraterRestringida,48,417475.0,2113075.0,-0.13612061500549316
2019,1,1,49,ZonaCraterRestringida,49,417475.0,2113125.0,-0.14524103581905365
2019,1,1,50,ZonaCraterRestringida,50,417475.0,2113175.0,-0.1302443966269493
2019,1,1,51,ZonaCraterRestringida,51,417475.0,2113225.0,-0.12962028473615647
2019,1,1,52,ZonaCraterRestringida,52,417475.0,2113275.0,-0.11095087736845016
2019,1,1,53,ZonaCraterRestringida,53,417475.0,2113325.0,-0.10847504228353501
2019,1,1,54,ZonaCraterRestringida,54,417475.0,2113375.0,-0.06815003797411918
2019,1,1,55,ZonaCraterRestringida,55,417475.0,2113425.0,-0.07445526957511901
2019,1,1,56,ZonaCraterRestringida,56,417475.0,2113475.0,-0.1148131974041462
2019,1,1,57,ZonaCraterRestringida,57,417476.95714336843,2113523.222255684,-0.11002630300142548
2019,1,1,58,ZonaCraterRestringida,58,417489.8226896729,2113562.8383442946,-0.08486653740207355
2019,1,1,59,ZonaCraterRestringida,59,417545.3396801679,2112696.5333284903,-0.04638872295618057
2019,1,1,60,ZonaCraterRestringida,60,417528.40236814367,2112729.066500403,-0.05279938820749521
2019,1,1,61,ZonaCraterRestringida,61,417525.0,2112775.0,-0.0752931396663189
2019,1,1,62,ZonaCraterRestringida,62,417525.0,2112825.0,-0.09421162784099579
2019,1,1,63,ZonaCraterRestringida,63,417525.0,2112875.0,-0.11034418880939484
2019,1,1,64,ZonaCraterRestringida,64,417525.0,2112925.0,-0.10059128910303115
2019,1,1,65,ZonaCraterRestringida,65,417525.0,2112975.0,-0.09118127793073655
2019,1,1,66,ZonaCraterRestringida,66,417525.0,2113025.0,-0.11615066170692444
2019,1,1,67,ZonaCraterRestringida,67,417525.0,2113075.0,-0.15635693490505218
2019,1,1,68,ZonaCraterRestringida,68,417525.0,2113125.0,-0.14485814720392226
2019,1,1,69,ZonaCraterRestringida,69,417525.0,2113175.0,-0.1318874603509903
2019,1,1,70,ZonaCraterRestringida,70,417525.0,2113225.0,-0.12823835372924805
2019,1,1,71,ZonaCraterRestringida,71,417525.0,2113275.0,-0.15637805461883544
2019,1,1,72,ZonaCraterRestringida,72,417525.0,2113325.0,-0.16359053045511246
2019,1,1,73,ZonaCraterRestringida,73,417525.0,2113375.0,-0.1077428251504898
2019,1,1,74,ZonaCraterRestringida,74,417525.0,2113425.0,-0.09423540145158768
2019,1,1,75,ZonaCraterRestringida,75,417525.0,2113475.0,-0.08297961805015802
2019,1,1,76,ZonaCraterRestringida,76,417525.0,2113525.0,-0.06524157293140888
2019,1,1,77,ZonaCraterRestringida,77,417525.6548278177,2113574.131821748,-0.059065887704491615
2019,1,1,78,ZonaCraterRestringida,78,417543.07831995795,2113601.221472949,
2019,1,1,79,ZonaCraterRestringida,79,417575.7905151905,2112694.894878567,-0.05979871675372124
2019,1,1,80,ZonaCraterRestringida,80,417575.0,2112725.0,-0.08441935762763024
2019,1,1,81,ZonaCraterRestringida,81,417575.0,2112775.0,-0.10600756525993348
2019,1,1,82,ZonaCraterRestringida,82,417575.0,2112825.0,-0.11019172638654709
2019,1,1,83,ZonaCraterRestringida,83,417575.0,2112875.0,-0.12676618367433548
2019,1,1,84,ZonaCraterRestringida,84,417575.0,2112925.0,-0.11901899427175522
2019,1,1,85,ZonaCraterRestringida,85,417575.0,2112975.0,-0.11705484211444855
2019,1,1,86,ZonaCraterRestringida,86,417575.0,2113025.0,-0.10386772781610489
2019,1,1,87,ZonaCraterRestringida,87,417575.0,2113075.0,-0.1391092535853386
2019,1,1,88,ZonaCraterRestringida,88,417575.0,2113125.0,-0.1504516363143921
2019,1,1,89,ZonaCraterRestringida,89,417575.0,2113175.0,-0.1436544582247734
2019,1,1,90,ZonaCraterRestringida,90,417575.0,2113225.0,-0.10925638705492019
2019,1,1,91,ZonaCraterRestringida,91,417575.0,2113275.0,-0.11385336369276047
2019,1,1,92,ZonaCraterRestringida,92,417575.0,2113325.0,-0.14579694867134094
2019,1,1,93,ZonaCraterRestringida,93,417575.0,2113375.0,-0.1384396329522133
2019,1,1,94,ZonaCraterRestringida,94,417575.0,2113425.0,-0.11677675396203994
2019,1,1,95,ZonaCraterRestringida,95,417575.0,2113475.0,-0.06296933725476266
2019,1,1,96,ZonaCraterRestringida,96,417575.0,2113525.0,-0.04830586813390255
2019,1,1,97,ZonaCraterRestringida,97,417575.0,2113575.0,-0.06749308936297893
2019,1,1,98,ZonaCraterRestringida,98,417579.5522375324,2113604.439759793,-0.04681231081485748
2019,1,1,99,ZonaCraterRestringida,99,417646.8406996311,2112538.2258769753,-0.027257081121206284
2019,1,1,100,ZonaCraterRestringida,100,417647.68530542305,2112552.2154949633,
2019,1,1,101,ZonaCraterRestringida,101,417625.6644527856,2112693.9316475997,-0.06902667582035064
2019,1,1,102,ZonaCraterRestringida,102,417625.0,2112725.0,-0.09580572724342346
2019,1,1,103,ZonaCraterRestringida,103,417625.0,2112775.0,-0.10236407488584519
2019,1,1,104,ZonaCraterRestringida,104,417625.0,2112825.0,-0.11381845712661744
2019,1,1,105,ZonaCraterRestringida,105,417625.0,2112875.0,-0.13600865632295608
2019,1,1,106,ZonaCraterRestringida,106,417625.0,2112925.0,-0.11108980774879455
2019,1,1,107,ZonaCraterRestringida,107,417625.0,2112975.0,-0.11963345527648926
2019,1,1,108,ZonaCraterRestringida,108,417625.0,2113025.0,-0.12858464658260346
2019,1,1,109,ZonaCraterRestringida,109,417625.0,2113075.0,-0.12693164706230164
2019,1,1,110,ZonaCraterRestringida,110,417625.0,2113125.0,-0.15175715565681458
2019,1,1,111,ZonaCraterRestringida,111,417625.0,2113175.0,-0.15386658698320388
2019,1,1,112,ZonaCraterRestringida,112,417625.0,2113225.0,-0.14436900973320008
2019,1,1,113,ZonaCraterRestringida,113,417625.0,2113275.0,-0.11452749162912369
2019,1,1,114,ZonaCraterRestringida,114,417625.0,2113325.0,-0.16754812240600586
2019,1,1,115,ZonaCraterRestringida,115,417625.0,2113375.0,-0.14894884049892426
2019,1,1,116,ZonaCraterRestringida,116,417625.0,2113425.0,-0.12599674195051194
2019,1,1,117,ZonaCraterRestringida,117,417625.0,2113475.0,-0.06344818880781532
2019,1,1,118,ZonaCraterRestringida,118,417625.0,2113525.0,-0.06592096708714962
2019,1,1,119,ZonaCraterRestringida,119,417625.0,2113575.0,-0.08943811506032943
2019,1,1,120,ZonaCraterRestringida,120,417627.1754633325,2113608.641809129,-0.06988989023698701
2019,1,1,121,ZonaCraterRestringida,121,417690.60238750995,2112445.581719501,-0.01280956668779254
2019,1,1,122,ZonaCraterRestringida,122,417680.4679555634,2112476.558288608,-0.019980449168207615
2019,1,1,123,ZonaCraterRestringida,123,417675.3130798024,2112525.264494174,-0.018964665362145753
2019,1,1,124,ZonaCraterRestringida,124,417681.40379575134,2112568.177731831,-0.0319260586053133
2019,1,1,125,ZonaCraterRestringida,125,417698.43156164174,2112601.501220644,
2019,1,1,126,ZonaCraterRestringida,126,417675.57306661556,2112692.9677469186,-0.07790287286043167
2019,1,1,127,ZonaCraterRestringida,127,417675.0,2112725.0,-0.09562572687864304
2019,1,1,128,ZonaCraterRestringida,128,417675.0,2112775.0,-0.10226271480321884
2019,1,1,129,ZonaCraterRestringida,129,417675.0,2112825.0,-0.11360245019197464
2019,1,1,130,ZonaCraterRestringida,130,417675.0,2112875.0,-0.14269218504428863
2019,1,1,131,ZonaCraterRestringida,131,417675.0,2112925.0,-0.12903958380222322
2019,1,1,132,ZonaCraterRestringida,132,417675.0,2112975.0,-0.10530925154685974
2019,1,1,133,ZonaCraterRestringida,133,417675.0,2113025.0,-0.1284555646777153
2019,1,1,134,ZonaCraterRestringida,134,417675.0,2113075.0,-0.13481205195188523
2019,1,1,135,ZonaCraterRestringida,135,417675.0,2113125.0,-0.16264109134674073
2019,1,1,136,ZonaCraterRestringida,136,417675.0,2113175.0,-0.15516304433345796
2019,1,1,137,ZonaCraterRestringida,137,417675.0,2113225.0,-0.16225336611270905
2019,1,1,138,ZonaCraterRestringida,138,417675.0,2113275.0,-0.1596138769388199
2019,1,1,139,ZonaCraterRestringida,139,417675.0,2113325.0,-0.183734735250473
2019,1,1,140,ZonaCraterRestringida,140,417675.0,2113375.0,-0.12329723104834557
2019,1,1,141,ZonaCraterRestringida,141,417675.0,2113425.0,-0.10468511566519738
2019,1,1,142,ZonaCraterRestringida,142,417675.0,2113475.0,-0.07500379107892513
