Año,Mes,Muestra,Celda_ID,Subzona,Celda_ID_local,Centroide_X,Centroide_Y,NDSI_mean
2019,2,3,0,ZonaCraterRestringida,0,417297.17103333806,2113283.9691889156,-0.4462834894657135
2019,2,3,1,ZonaCraterRestringida,1,417295.13252115215,2113315.5696639265,-0.5448131263256073
2019,2,3,2,ZonaCraterRestringida,2,417348.15142549435,2112989.5247444673,
2019,2,3,3,ZonaCraterRestringida,3,417344.69547647884,2113028.6921666446,-0.2915054261684418
2019,2,3,4,ZonaCraterRestringida,4,417340.43676653615,2113076.9575459966,-0.3304164856672287
2019,2,3,5,ZonaCraterRestringida,5,417336.0802116116,2113126.3318351437,-0.3248928018978664
2019,2,3,6,ZonaCraterRestringida,6,417331.6969111009,2113176.009240933,-0.34767814725637436
2019,2,3,7,ZonaCraterRestringida,7,417327.30251022556,2113225.812450855,-0.3837222852136778
2019,2,3,8,ZonaCraterRestringida,8,417325.003196715,2113275.0031294553,-0.4490646755695343
2019,2,3,9,ZonaCraterRestringida,9,417325.6628420936,2113324.366700317,-0.4662979915738106
2019,2,3,10,ZonaCraterRestringida,10,417336.9741805842,2113366.431645396,-0.4670702934265137
2019,2,3,11,ZonaCraterRestringida,11,417387.9464277222,2112833.902571387,-0.35355259312523735
2019,2,3,12,ZonaCraterRestringida,12,417383.1596779563,2112876.097883228,-0.38239362835884094
2019,2,3,13,ZonaCraterRestringida,13,417378.7681152053,2112925.8689277424,-0.3962865017709278
2019,2,3,14,ZonaCraterRestringida,14,417375.29469794343,2112975.2318467465,-0.32009846329689023
2019,2,3,15,ZonaCraterRestringida,15,417375.0,2113025.0,-0.32400291264057157
2019,2,3,16,ZonaCraterRestringida,16,417375.0,2113075.0,-0.27635613530874253
2019,2,3,17,ZonaCraterRestringida,17,417375.0,2113125.0,-0.39517636120319366
2019,2,3,18,ZonaCraterRestringida,18,417375.0,2113175.0,-0.365787935256958
2019,2,3,19,ZonaCraterRestringida,19,417375.0,2113225.0,-0.30650547504425046
2019,2,3,20,ZonaCraterRestringida,20,417375.0,2113275.0,-0.3007865700125694
2019,2,3,21,ZonaCraterRestringida,21,417375.0,2113325.0,-0.40949933528900145
2019,2,3,22,ZonaCraterRestringida,22,417375.00195585424,2113374.9980479856,-0.4525182616710663
2019,2,3,23,ZonaCraterRestringida,23,417382.97877537605,2113419.4248648304,-0.42966534694035846
2019,2,3,24,ZonaCraterRestringida,24,417396.7317684618,2113454.122767251,-0.38299909234046936
2019,2,3,25,ZonaCraterRestringida,25,417436.67447617726,2112789.4474236504,-0.3416430577635765
2019,2,3,26,ZonaCraterRestringida,26,417425.3502181105,2112825.361460418,-0.3971705484390259
2019,2,3,27,ZonaCraterRestringida,27,417425.0,2112875.0,-0.38506072461605073
2019,2,3,28,ZonaCraterRestringida,28,417425.0,2112925.0,-0.4229412627220154
2019,2,3,29,ZonaCraterRestringida,29,417425.0,2112975.0,-0.4290051245689392
2019,2,3,30,ZonaCraterRestringida,30,417425.0,2113025.0,-0.4042613768577576
